// 開始地点,x座標,ｙ座標,,,
0,200,4800,,,
// チェックポイント,x座標,ｙ座標,プライオリティ,,
1,5825,3470,1,,
1,6015,4750,1,,
1,11775,3470,2,,
1,12350,4750,2,,
// ゴール地点,x座標,ｙ座標,,,
2,18750,3400,,,
// 動く死亡ギミック,x座標,ｙ座標,目標ｘ座標,目標ｙ座標,移動速度(割合)
//3,1000,300,1400,300,0.01
// 動く床,x座標,ｙ座標,目標ｘ座標,目標ｙ座標,移動速度(割合)
// レンズ,x座標,y座標,方向（テンキー）,目標ｘ座標,目標ｙ座標,移動速度(割合)
7,1200,3300,6,1200,3300,0.01,,
7,1200,3600,6,1200,3600,0.01,,
7,1900,3500,8,1900,3500,0.01,,
7,1800,2800,4,1800,2800,0.01,,
7,1150,2900,2,1150,2900,0.01,,
7,3500,3200,8,3500,3200,0.01,,
7,3400,2700,4,3400,2700,0.01,,
7,2700,2800,2,2700,2800,0.01,,
7,2900,3600,6,2900,3600,0.01,,
7,7950,4730,8,7950,4730,0.01,,
7,7800,4000,6,7800,4000,0.01,,
7,8800,4100,2,8800,4100,0.01,,
7,8700,4900,4,8700,4900,0.01,,
7,8050,4730,8,8050,4730,0.01,,
7,8150,4250,6,8150,4250,0.01,,
7,9600,4400,3,9600,4400,0.01,,
7,9850,4900,6,9850,4900,0.01,,
